NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,market_segment2,units,EMPLOYEES,years_in_business,annual_sales
MONGIARDO LIQUORS,BULAN,KY,41722,8708,21193,PERRY,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
COMBS LIQUOR,CHAVIES,KY,41727,0341,21193,PERRY,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
BENTLEY MARKET,TOPMOST,KY,41862,8925,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BIG S MARKET,TOPMOST,KY,41862,9003,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000"
HANDY DAN'S FIRST CHANCE EXIT,COMBS,KY,41729,,,,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
A & J LIQUORS,PADUCAH,KY,42001,7061,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
ALDI,PADUCAH,KY,42001,9693,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
B & G LIQUORS,PADUCAH,KY,42001,9155,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
BIG TOP GOURMET POPCORN SHOPPE,PADUCAH,KY,42001,2427,21145,MCCRACKEN,,CONFECTIONERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SOUTH SIDE WINE & SPIRIT SHOP,S GLASTONBURY,CT,06073,2225,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
CHEERS,PADUCAH,KY,42001,8748,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CHOCOLATE FACTORY,PADUCAH,KY,42001,0789,21145,MCCRACKEN,,CONFECTIONERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
7-ELEVEN,SOUTH WINDSOR,CT,06074,4121,09003,HARTFORD,3280,CONVENIENCE STORES,501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
DOWNTOWN PADUCAH FARMER MARKET,PADUCAH,KY,42001,,21145,MCCRACKEN,,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000"
FIVE STAR FOOD MART,PADUCAH,KY,42001,3758,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
GO LIGHTLY LONG LLC,PADUCAH,KY,42001,6550,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KEVIN'S OLE TYME MEAT SHOP,PADUCAH,KY,42001,3704,21145,MCCRACKEN,,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
KROGER,PADUCAH,KY,42001,4004,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
PARK VUE LIQUORS,PADUCAH,KY,42001,4344,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
DAILEY SMITH GROCERY,GAYS CREEK,KY,41745,8935,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
RILEY'S GROCERY & MARTHON,GAYS CREEK,KY,41745,8937,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
ROOF BROTHERS WINE & LIQUORS,PADUCAH,KY,42001,4004,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SAVE-A-LOT,PADUCAH,KY,42001,2506,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SCHMIDT FARMS FRUIT-VEGETABLE,PADUCAH,KY,42001,9456,21145,MCCRACKEN,,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SMOKE SHOP,PADUCAH,KY,42001,1758,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
SUPERVALU,PADUCAH,KY,42001,,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
WAGNER WINE & SPIRITS,PADUCAH,KY,42001,6524,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
IGA,HAPPY,KY,41746,8957,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
BAKER'S PAY N PAK,PADUCAH,KY,42003,3856,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
BANKS GROCERY CO,PADUCAH,KY,42003,3910,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
DRIVER'S GROCERY,PADUCAH,KY,42003,1713,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
FIVE STAR FOOD MART,PADUCAH,KY,42003,0309,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
FIVE STAR FOOD MART,PADUCAH,KY,42003,0808,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FLOR DE MICHOACAN LA,PADUCAH,KY,42003,5743,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
FOOD GIANT,PADUCAH,KY,42003,1302,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"<=$500,000"
FOOD FAIR,HYDEN,KY,41749,8554,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
GLOBAL WINE & SPIRITS,PADUCAH,KY,42003,0807,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HUFFS GROCERY & LIVE BAIT,HYDEN,KY,41749,7953,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HYDEN GROCERY,HYDEN,KY,41749,8556,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
HUCKS,PADUCAH,KY,42003,1006,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
MART DAVIDSON INC,HYDEN,KY,41749,8986,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
RANDY LEE'S PRODUCE,HYDEN,KY,41749,8565,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
SAVE-A-LOT,HYDEN,KY,41749,8500,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
WENDOVER GROCERY,HYDEN,KY,41749,8721,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
KROGER,PADUCAH,KY,42003,0338,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KROGER,PADUCAH,KY,42003,4576,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
LAKEWAY LIQUOR,PADUCAH,KY,42003,0514,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
MC CARTNEY PRODUCE CO INC,PADUCAH,KY,42003,2947,21145,MCCRACKEN,,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
CORDIAL SHOPPE,SOUTH WINDSOR,CT,06074,2048,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
COUNTRY STORE,SOUTH WINDSOR,CT,06074,2033,09003,HARTFORD,3280,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
RACEWAY INC,PADUCAH,KY,42003,0824,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
RAY & LORINE'S DRIVE-IN LIQUOR,PADUCAH,KY,42003,1813,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
ROOF BROTHERS WINE & SPIRITS,PADUCAH,KY,42003,0806,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SMOKE SHOP,PADUCAH,KY,42003,5300,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
CORNETT'S WHISKEY STORE,VICCO,KY,41773,8961,21193,PERRY,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SPIRIT SHOPPE,PADUCAH,KY,42003,8032,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
STAR LIQUORS,PADUCAH,KY,42003,6425,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
STAR LIQUORS,PADUCAH,KY,42003,2939,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
STAR STOP INC,PADUCAH,KY,42003,3680,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FRONT PORCH GENERAL STORE,SLEMP,KY,41763,9003,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HALCOMB'S GROCERY & HARDWARE,SLEMP,KY,41763,9016,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SUPERVALU,PADUCAH,KY,42003,8041,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
SUPERVALU,PADUCAH,KY,42003,3910,21145,MCCRACKEN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SUPERWAY,PADUCAH,KY,42003,8030,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
ADAMS MARKET,SMILAX,KY,41764,8942,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
T & K FOOD MART,PADUCAH,KY,42003,6422,21145,MCCRACKEN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
BOB'S GET & GO,ARLINGTON,KY,42021,9007,21039,CARLISLE,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HOCKERS INC,ARLINGTON,KY,42021,9998,21039,CARLISLE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
GREG'S SUPERMARKET,BARDWELL,KY,42023,,21039,CARLISLE,,MEAT MARKET,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
JAN & CORA'S TOBACCO & GROCERY,VICCO,KY,41773,9018,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
BENTON BOTTOMS BISON,BENTON,KY,42025,5155,21157,MARSHALL,,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
MC INTYRE GROCERY,VIPER,KY,41774,8233,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
VIPER GROCERY & SUPPLY,VIPER,KY,41774,8720,21193,PERRY,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
JIMMY SIZEMORE'S SUPER MARKET,WOOTON,KY,41776,8819,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
FAST EDDIE'S II,BENTON,KY,42025,8115,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
S & D STOP & GO,WOOTON,KY,41776,8832,21131,LESLIE,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000"
BURKHART GROCERIES,YEADDISS,KY,41777,8963,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FOOD PRO,SOUTH WINDSOR,CT,06074,1923,09003,HARTFORD,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
LAURA'S GROCERY,YEADDISS,KY,41777,8615,21131,LESLIE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
KING BROTHERS SUPER MARKET,BENTON,KY,42025,1527,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KING BROTHERS SUPER MARKET,BENTON,KY,42025,7012,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
MANN FISH CO INC,BENTON,KY,42025,7198,21157,MARSHALL,,FISH & SEAFOOD MARKET,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
BOB'S DELI & VARIETY STORE,NORTH BROOKFIELD,MA,01535,1944,25027,WORCESTER,1122,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
NORTH SHORE DRY FISH,BENTON,KY,42025,8184,21157,MARSHALL,,FISH & SEAFOOD MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
GEISSLER'S SUPERMARKET,SOUTH WINDSOR,CT,06074,2048,09003,HARTFORD,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
RIVER CITY MARKET INC,BENTON,KY,42025,,21157,MARSHALL,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
IGA,BENTON,KY,42025,7159,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
GREAT SPIRITS PACKAGE LIQUORS,BOAZ,KY,42027,9685,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,2 TO 5 YEARS,"<=$500,000"
HILLTOP BAR & LIQUORS,BOAZ,KY,42027,9683,21145,MCCRACKEN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FOOD GIANT,CALVERT CITY,KY,42029,,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
GRISWOLD WINE & LIQUOR,SOUTH WINDSOR,CT,06074,4006,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
IGA,CALVERT CITY,KY,42029,9209,21157,MARSHALL,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HIGHLAND PARK MARKET,SOUTH WINDSOR,CT,06074,6960,09003,HARTFORD,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
GREG'S SUPERMARKET,CLINTON,KY,42031,9355,21105,HICKMAN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
JEWEL MART NORTH,CLINTON,KY,42031,1214,21105,HICKMAN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
MRT INC,CLINTON,KY,42031,8636,21105,HICKMAN,,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
DUFF'S MARKET,CUNNINGHAM,KY,42035,9408,21039,CARLISLE,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
DYCUSBURG GROCERY,DYCUSBURG,KY,42037,,,,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
IGA,HINDMAN,KY,41822,9122,21119,KNOTT,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,OVER 50,2 TO 5 YEARS,"<=$500,000"
FIVE STAR FOOD MART,EDDYVILLE,KY,42038,7386,21143,LYON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FOOD GIANT,EDDYVILLE,KY,42038,7301,21143,LYON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CHOOCH'S,NORTH BROOKFIELD,MA,01535,,25027,WORCESTER,1122,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KAP-N-KEG,SOUTH WINDSOR,CT,06074,4012,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KENCO SPIRITS,SOUTH WINDSOR,CT,06074,3907,09003,HARTFORD,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BUCK'S PARTY MARK,FULTON,KY,42041,1547,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CARDINAL LIQUORS,FULTON,KY,42041,8201,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CAYCE JUNCTION,FULTON,KY,42041,7404,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
FIVE-O-ONE DRIVE-UP LIQUORS,FULTON,KY,42041,1433,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
DOUBLE KWIK MARKETS,ISOM,KY,41824,,21133,LETCHER,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
IGA,ISOM,KY,41824,9011,21133,LETCHER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000"
JIMMY'S MARKET,FULTON,KY,42041,1454,21075,FULTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
MAGGARDS STORE,ISOM,KY,41824,9055,21133,LETCHER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
K & D LIQUORS,FULTON,KY,42041,7754,21075,FULTON,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
PIC PAC SUPER MARKET,FULTON,KY,42041,1535,21075,FULTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,2 TO 5 YEARS,"$1,000,001 - $2,500,000"
SAVE-A-LOT,FULTON,KY,42041,7995,21105,HICKMAN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
